# CIDR,network(start) address,end address,prefix,subnet mask
185.51.92.0/22,185.51.92.0,185.51.95.255,22,255.255.252.0
185.58.80.0/22,185.58.80.0,185.58.83.255,22,255.255.252.0
185.63.180.0/22,185.63.180.0,185.63.183.255,22,255.255.252.0
185.72.152.0/22,185.72.152.0,185.72.155.255,22,255.255.252.0
185.76.4.0/22,185.76.4.0,185.76.7.255,22,255.255.252.0
185.79.224.0/22,185.79.224.0,185.79.227.255,22,255.255.252.0
185.80.76.0/22,185.80.76.0,185.80.79.255,22,255.255.252.0
185.83.20.0/22,185.83.20.0,185.83.23.255,22,255.255.252.0
185.83.212.0/22,185.83.212.0,185.83.215.255,22,255.255.252.0
185.83.248.0/22,185.83.248.0,185.83.251.255,22,255.255.252.0
185.88.16.0/22,185.88.16.0,185.88.19.255,22,255.255.252.0
185.89.192.0/22,185.89.192.0,185.89.195.255,22,255.255.252.0
185.90.56.0/22,185.90.56.0,185.90.59.255,22,255.255.252.0
185.92.96.0/22,185.92.96.0,185.92.99.255,22,255.255.252.0
185.95.220.0/22,185.95.220.0,185.95.223.255,22,255.255.252.0
185.96.172.0/22,185.96.172.0,185.96.175.255,22,255.255.252.0
185.98.248.0/22,185.98.248.0,185.98.251.255,22,255.255.252.0
185.99.232.0/22,185.99.232.0,185.99.235.255,22,255.255.252.0
185.101.176.0/22,185.101.176.0,185.101.179.255,22,255.255.252.0
185.105.8.0/24,185.105.8.0,185.105.8.255,24,255.255.255.0
185.112.251.0/24,185.112.251.0,185.112.251.255,24,255.255.255.0
185.113.140.0/22,185.113.140.0,185.113.143.255,22,255.255.252.0
185.113.156.0/22,185.113.156.0,185.113.159.255,22,255.255.252.0
185.117.225.0/24,185.117.225.0,185.117.225.255,24,255.255.255.0
185.118.112.0/22,185.118.112.0,185.118.115.255,22,255.255.252.0
185.124.124.0/22,185.124.124.0,185.124.127.255,22,255.255.252.0
185.126.88.0/22,185.126.88.0,185.126.91.255,22,255.255.252.0
185.128.9.0/24,185.128.9.0,185.128.9.255,24,255.255.255.0
185.133.76.0/22,185.133.76.0,185.133.79.255,22,255.255.252.0
185.133.136.0/22,185.133.136.0,185.133.139.255,22,255.255.252.0
185.136.52.0/22,185.136.52.0,185.136.55.255,22,255.255.252.0
185.146.92.0/22,185.146.92.0,185.146.95.255,22,255.255.252.0
185.160.115.0/24,185.160.115.0,185.160.115.255,24,255.255.255.0
185.162.180.0/23,185.162.180.0,185.162.181.255,23,255.255.254.0
185.162.182.0/24,185.162.182.0,185.162.182.255,24,255.255.255.0
185.165.92.0/22,185.165.92.0,185.165.95.255,22,255.255.252.0
185.165.104.0/22,185.165.104.0,185.165.107.255,22,255.255.252.0
185.166.144.0/24,185.166.144.0,185.166.144.255,24,255.255.255.0
